date,code,time,price,volume,bs
2026-03-20,600036,14:06:54,39.8400,53,1
2026-03-20,600036,14:06:57,39.8300,12,4
2026-03-20,600036,14:07:00,39.8400,189,1
2026-03-20,600036,14:07:03,39.8300,566,2
2026-03-20,600036,14:07:06,39.8300,103,2
2026-03-20,600036,14:07:09,39.8500,24,1
2026-03-20,600036,14:07:12,39.8300,68,2
2026-03-20,600036,14:07:15,39.8400,23,1
2026-03-20,600036,14:07:18,39.8400,80,1
2026-03-20,600036,14:07:21,39.8400,39,1
2026-03-20,600036,14:07:24,39.8400,146,1
2026-03-20,600036,14:07:27,39.8400,35,1
2026-03-20,600036,14:07:30,39.8400,201,1
2026-03-20,600036,14:07:33,39.8500,115,1
2026-03-20,600036,14:07:36,39.8500,56,1
2026-03-20,600036,14:07:39,39.8500,29,1
2026-03-20,600036,14:07:45,39.8500,82,1
2026-03-20,600036,14:07:48,39.8400,204,2
2026-03-20,600036,14:07:51,39.8400,31,2
2026-03-20,600036,14:07:54,39.8500,61,1
2026-03-20,600036,14:07:57,39.8500,1090,1
2026-03-20,600036,14:08:00,39.8500,434,1
2026-03-20,600036,14:08:03,39.8600,278,1
2026-03-20,600036,14:08:06,39.8600,215,1
2026-03-20,600036,14:08:09,39.8700,282,1
2026-03-20,600036,14:08:12,39.8500,141,2
2026-03-20,600036,14:08:15,39.8500,103,2
2026-03-20,600036,14:08:18,39.8400,402,2
2026-03-20,600036,14:08:21,39.8600,54,1
2026-03-20,600036,14:08:24,39.8600,55,1
2026-03-20,600036,14:08:27,39.8600,115,1
2026-03-20,600036,14:08:30,39.8600,25,1
2026-03-20,600036,14:08:33,39.8600,58,1
2026-03-20,600036,14:08:36,39.8500,13,2
2026-03-20,600036,14:08:39,39.8600,181,1
2026-03-20,600036,14:08:42,39.8600,37,1
2026-03-20,600036,14:08:45,39.8500,173,2
2026-03-20,600036,14:08:48,39.8600,58,2
2026-03-20,600036,14:08:51,39.8600,54,1
2026-03-20,600036,14:08:54,39.8600,64,1
