date,code,time,price,volume,bs
2026-04-01,600519,13:58:21,1459.9800,1,1
2026-04-01,600519,13:58:24,1459.5200,3,2
2026-04-01,600519,13:58:27,1459.4100,6,2
2026-04-01,600519,13:58:30,1459.4100,7,1
2026-04-01,600519,13:58:33,1459.5300,5,1
2026-04-01,600519,13:58:36,1459.3000,1,1
2026-04-01,600519,13:58:39,1459.3000,5,1
2026-04-01,600519,13:58:42,1459.3000,3,1
2026-04-01,600519,13:58:45,1459.2000,6,2
2026-04-01,600519,13:58:55,1459.0200,2,2
2026-04-01,600519,13:58:57,1459.0100,3,2
2026-04-01,600519,13:59:00,1459.0100,7,2
2026-04-01,600519,13:59:04,1459.0000,8,2
2026-04-01,600519,13:59:06,1459.0000,3,2
2026-04-01,600519,13:59:09,1459.0000,2,1
2026-04-01,600519,13:59:12,1458.9900,3,2
2026-04-01,600519,13:59:15,1459.0000,3,1
2026-04-01,600519,13:59:18,1458.9500,2,2
2026-04-01,600519,13:59:21,1459.0000,1,1
2026-04-01,600519,13:59:25,1458.9500,3,2
2026-04-01,600519,13:59:27,1458.9600,1,2
2026-04-01,600519,13:59:30,1459.0200,14,1
2026-04-01,600519,13:59:33,1459.0000,9,2
2026-04-01,600519,13:59:36,1459.0100,2,2
2026-04-01,600519,13:59:40,1459.9600,6,1
2026-04-01,600519,13:59:42,1459.0100,1,2
2026-04-01,600519,13:59:45,1459.0000,3,2
2026-04-01,600519,13:59:48,1459.9600,1,1
2026-04-01,600519,13:59:54,1459.0100,1,2
2026-04-01,600519,13:59:57,1459.0100,2,2
2026-04-01,600519,14:00:00,1459.0100,8,2
2026-04-01,600519,14:00:03,1458.9000,18,2
2026-04-01,600519,14:00:06,1458.5800,18,2
2026-04-01,600519,14:00:09,1459.9000,8,1
2026-04-01,600519,14:00:13,1459.9000,3,1
2026-04-01,600519,14:00:15,1458.7800,2,2
2026-04-01,600519,14:00:18,1458.9000,2,1
2026-04-01,600519,14:00:21,1458.8900,2,2
2026-04-01,600519,14:00:24,1458.9000,1,2
2026-04-01,600519,14:00:27,1458.9100,5,2
2026-04-01,600519,14:00:33,1458.9000,3,2
2026-04-01,600519,14:00:37,1458.7900,10,2
2026-04-01,600519,14:00:39,1458.7900,1,1
2026-04-01,600519,14:00:42,1458.7900,5,1
2026-04-01,600519,14:00:45,1458.5601,7,2
2026-04-01,600519,14:00:48,1458.5699,6,2
2026-04-01,600519,14:00:52,1458.5699,2,2
2026-04-01,600519,14:00:54,1458.5699,3,2
2026-04-01,600519,14:01:00,1458.7400,1,1
2026-04-01,600519,14:01:03,1458.7300,2,1
2026-04-01,600519,14:01:09,1458.7400,8,1
2026-04-01,600519,14:01:12,1459.0000,5,1
2026-04-01,600519,14:01:15,1459.8500,3,1
2026-04-01,600519,14:01:27,1459.8500,3,1
2026-04-01,600519,14:01:30,1459.8500,1,1
2026-04-01,600519,14:01:33,1459.0400,1,2
2026-04-01,600519,14:01:36,1459.0000,9,2
2026-04-01,600519,14:01:39,1459.0200,8,1
2026-04-01,600519,14:01:42,1459.8500,8,1
2026-04-01,600519,14:01:45,1459.8600,2,1
2026-04-01,600519,14:01:48,1459.0601,4,2
2026-04-01,600519,14:01:52,1459.8500,6,2
2026-04-01,600519,14:01:55,1459.8500,2,2
2026-04-01,600519,14:01:57,1459.8500,25,2
2026-04-01,600519,14:02:00,1459.1000,8,2
2026-04-01,600519,14:02:15,1459.7400,6,1
2026-04-01,600519,14:02:18,1459.6600,2,1
2026-04-01,600519,14:02:25,1459.6400,3,2
2026-04-01,600519,14:02:33,1459.6600,2,2
2026-04-01,600519,14:02:39,1459.6700,2,2
2026-04-01,600519,14:02:45,1459.6600,1,2
2026-04-01,600519,14:02:54,1459.6400,3,2
2026-04-01,600519,14:02:57,1459.6000,2,2
2026-04-01,600519,14:03:00,1459.5601,1,2
2026-04-01,600519,14:03:03,1459.5601,2,2
2026-04-01,600519,14:03:06,1459.5601,1,2
2026-04-01,600519,14:03:10,1459.5601,1,2
2026-04-01,600519,14:03:12,1459.6400,7,1
2026-04-01,600519,14:03:15,1459.6400,7,1
2026-04-01,600519,14:03:21,1459.6600,1,1
2026-04-01,600519,14:03:24,1459.4900,2,2
2026-04-01,600519,14:03:27,1459.5100,3,2
2026-04-01,600519,14:03:30,1459.4800,37,2
2026-04-01,600519,14:03:33,1459.4600,8,2
2026-04-01,600519,14:03:39,1459.2000,1,2
2026-04-01,600519,14:03:42,1459.4399,2,1
2026-04-01,600519,14:03:48,1459.2000,2,2
2026-04-01,600519,14:03:54,1459.2000,3,2
2026-04-01,600519,14:03:57,1459.0601,6,2
2026-04-01,600519,14:04:00,1459.0300,6,2
2026-04-01,600519,14:04:03,1459.1801,10,1
2026-04-01,600519,14:04:06,1459.0000,5,2
2026-04-01,600519,14:04:09,1458.7500,5,2
2026-04-01,600519,14:04:13,1459.0000,5,2
2026-04-01,600519,14:04:15,1458.7600,2,2
2026-04-01,600519,14:04:18,1458.7600,2,2
2026-04-01,600519,14:04:21,1458.7800,2,2
2026-04-01,600519,14:04:27,1458.8000,1,2
2026-04-01,600519,14:04:30,1458.7700,2,2
2026-04-01,600519,14:04:33,1458.7600,3,2
2026-04-01,600519,14:04:36,1458.7400,34,2
2026-04-01,600519,14:04:40,1458.7500,8,1
2026-04-01,600519,14:04:42,1458.6600,5,2
2026-04-01,600519,14:04:45,1458.5000,7,2
2026-04-01,600519,14:04:48,1458.3000,9,2
2026-04-01,600519,14:04:51,1458.1000,5,2
2026-04-01,600519,14:04:54,1458.0100,2,2
2026-04-01,600519,14:04:58,1458.3000,2,1
2026-04-01,600519,14:05:00,1458.3000,6,1
2026-04-01,600519,14:05:04,1458.3000,2,1
2026-04-01,600519,14:05:06,1458.5500,3,1
2026-04-01,600519,14:05:12,1458.5500,4,1
2026-04-01,600519,14:05:15,1458.3400,5,2
2026-04-01,600519,14:05:18,1458.5000,5,1
2026-04-01,600519,14:05:21,1459.0000,7,1
2026-04-01,600519,14:05:25,1459.0000,3,2
2026-04-01,600519,14:05:27,1458.9000,1,2
2026-04-01,600519,14:05:33,1458.3400,4,2
2026-04-01,600519,14:05:36,1458.3300,7,2
2026-04-01,600519,14:05:39,1458.3400,2,1
2026-04-01,600519,14:05:42,1458.5000,1,1
2026-04-01,600519,14:05:45,1458.5000,5,1
2026-04-01,600519,14:05:48,1458.3400,4,1
2026-04-01,600519,14:05:51,1458.3400,2,1
2026-04-01,600519,14:05:54,1458.3300,7,2
2026-04-01,600519,14:05:57,1458.3300,2,2
2026-04-01,600519,14:06:00,1458.3300,3,2
2026-04-01,600519,14:06:04,1458.3400,2,2
2026-04-01,600519,14:06:09,1458.9800,4,1
2026-04-01,600519,14:06:15,1458.3800,2,2
