date,code,name,title,body,source,url,provider
2026-06-29,600519,贵州茅台,A股白酒板块震荡反弹，酒鬼酒盘中触及涨停，科技股却突发跳水,图据Wind 酒鬼酒（000799.SZ）领涨，盘中一度触及涨停，舍得酒业（600702.SH）、贵州茅台（600519.SH）、山西汾酒（600809.SH）、迎驾贡酒（603198.SH）涨幅靠前，一度涨超3%，水井坊（600779.SH）、口子窖（603589.SH）、洋河股份,红星资本局,http://finance.eastmoney.com/a/202606293786531311.html,akshare
2026-06-26,600519,贵州茅台,每10股派280.24元，贵州茅台今日分红,贵州茅台600519.SH)6月21日发布2025年年度权益分派实施公告，宣布以总股本扣除回购专用账户后的1250081601股为基数，每股派发现金红利28.02423元（含税，每10股派280.24元），合计派发现金红利约350.33亿元。,21世纪经济报道,http://finance.eastmoney.com/a/202606263783940510.html,akshare
2026-06-21,600519,贵州茅台,贵州茅台：拟实施2025年度权益分派 股权登记日为6月25日,人民财讯6月21日电，贵州茅台6005196月21日公告，公司拟实施2025年度权益分派，每股派发现金红利28.02423元(含税)，共计派发现金红利350.33亿元，股权登记日为2026年6月25日，除权(息)日及现金红利发放日为2026年6月26日。,证券时报网,http://finance.eastmoney.com/a/202606213777040165.html,akshare
2026-06-21,600519,贵州茅台,贵州茅台：2025年度每股派发现金红利28.02元 股权登记日为2026年6月25日,"贵州茅台600519.SH)公告称，公司2025年年度权益分派方案已获股东大会审议通过，以总股本扣除回购专用账户股份后的1,250,081,601股为基数，每股派发现金红利28.02423元(含税)，共计派发现金红利350.33亿元。",财联社,http://finance.eastmoney.com/a/202606213777008876.html,akshare
2026-06-21,600519,贵州茅台,贵州茅台将分红超350亿元 上年同期为346.71亿元,红星资本局6月21日消息，今日，贵州茅台（600519.SH）发布2025年年度权益分派实施公告，根据公告，本次利润分配方案以该公司总股本扣除回购专用账户内的股份12.5亿股为基数，每股派发现金红利28.02元（含税），共计派发现金红利350.33亿元。,红星资本局,http://finance.eastmoney.com/a/202606213777049991.html,akshare
2026-06-21,600519,贵州茅台,贵州茅台350亿元分红下周发放,6月21日，贵州茅台600519.SH)发布2025年年度权益分派实施公告，宣布以总股本扣除回购专用账户后的1250081601股为基数，每股派发现金红利28.02423元（含税），合计派发现金红利约350.33亿元。,21世纪经济报道,http://finance.eastmoney.com/a/202606213777103550.html,akshare
2026-06-22,600519,贵州茅台,AI算力缔造新标杆！中际旭创市值、股价双超茅台,山东光模块龙头中际旭创（300308.SZ）盘中股价突破1400元，市值达1.56万亿元；贵州茅台（600519.SH）股价、市值分别为1228元、1.54万亿元，中际旭创股价、市值双超贵州茅台。 过去，市场以“茅台”作为核心资产的标杆。,海报新闻,http://finance.eastmoney.com/a/202606223777754537.html,akshare
2026-06-27,600519,贵州茅台,再添共管搭档！易方达张坤旗下两只产品增聘基金经理,从持仓来看，易方达行业领先聚焦在光通信、消费电子两大板块，前十大重仓股中同时持有贵州茅台（600519.SH）作为防御性配置。 张琦是工学博士，目前在管易方达创新成长、易方达策略成长、易方达策略2号三只基金。,界面新闻,http://finance.eastmoney.com/a/202606273785431313.html,akshare
2026-06-26,600519,贵州茅台,103股获杠杆资金净买入超亿元,5.35 环保 000657 中钨高新 5.60 24624.29 344123.50 2.24 有色金属 300346 南大光电 -2.96 24374.00 335965.36 6.85 电子 688256 寒武纪 3.58 23671.64 2609309.28 2.76 电子 600519,证券时报网,http://finance.eastmoney.com/a/202606263783954036.html,akshare
2026-06-27,600519,贵州茅台,顶流基金经理所管产品再度增聘 交出旗下两只基金“独管权”,该基金的前十大持仓依次为贵州茅台（600519.SH）、五粮液（000858.SZ）、泸州老窖（000568.SZ）、华住集团（01179.HK）、腾讯控股（00700.HK）、山西汾酒（600809.SH）、阿里巴巴（09988.HK）、中国海洋石油（00883.HK）、分众传媒,澎湃新闻,http://finance.eastmoney.com/a/202606273785414556.html,akshare
