date,code,name,title,body,source,url,provider
2026-06-29,000858,五粮液,A股白酒板块震荡反弹，酒鬼酒盘中触及涨停，科技股却突发跳水,SZ）领涨，盘中一度触及涨停，舍得酒业（600702.SH）、贵州茅台（600519.SH）、山西汾酒（600809.SH）、迎驾贡酒（603198.SH）涨幅靠前，一度涨超3%，水井坊（600779.SH）、口子窖（603589.SH）、洋河股份（002304.SZ）、五粮液（000858,红星资本局,http://finance.eastmoney.com/a/202606293786531311.html,akshare
2026-06-26,000858,五粮液,五粮液：选举邓敏为董事长,五粮液000858.SZ)公告称，公司董事长曾从钦因无法正常履职被免去董事职务，其董事长等职务一并自动解除。公司同日召开董事会，选举邓敏为第七届董事会董事长，任期至本届董事会届满。邓敏未持有公司股份，离任不影响公司正常经营。,财联社,http://finance.eastmoney.com/a/202606263784896552.html,akshare
2026-06-26,000858,五粮液,五粮液：选举邓敏为第七届董事会董事长,五粮液000858.SZ)公告称，公司第七届董事会2026年第7次会议审议通过，选举邓敏为公司第七届董事会董事长，任期至本届董事会届满。同时，补选邓敏为战略委员会、全面预算管理委员会及ESG委员会主任委员，并担任审计委员会、提名委员会委员。,财联社,http://finance.eastmoney.com/a/202606263784893013.html,akshare
2026-06-26,000858,五粮液,五粮液总经理华涛：优化市场营销策略 促进渠道健康发展,6月26日，在五粮液0008582025年度股东大会上，总经理华涛表示，公司持续优化市场营销策略，促进渠道健康发展。,人民财讯,http://finance.eastmoney.com/a/202606263784226464.html,akshare
2026-06-26,000858,五粮液,五粮液总经理华涛：优化市场营销策略 促进渠道健康发展,人民财讯6月26日电，6月26日，在五粮液0008582025年度股东大会上，总经理华涛表示，公司持续优化市场营销策略，促进渠道健康发展。,证券时报网,http://finance.eastmoney.com/a/202606263784262921.html,akshare
2026-06-26,000858,五粮液,五粮液：董事长曾从钦离任 邓敏接任,五粮液（000858）发布公告，因曾从钦无法正常履职，公司于2026年6月26日召开股东会，决定免去曾从钦的董事职务，并解除其董事长及其他相关职务。曾从钦的任期原定至2028年6月19日，离任后不再担任公司及控股子公司职务。,财中社,http://finance.eastmoney.com/a/202606263784901925.html,akshare
2026-06-26,000858,五粮液,五粮液集团董事长邓敏：两大点始终没有改变 对五粮液发展充满信心,6月26日，在五粮液0008582025年度股东大会上，五粮液集团党委书记、董事长邓敏表示，当前，白酒行业仍处于深度调整阶段，我们需要对此做出理性分析和判断，在穿越周期中抓住战略发展的机会。,人民财讯,http://finance.eastmoney.com/a/202606263784502926.html,akshare
2026-06-26,000858,五粮液,五粮液集团董事长邓敏：两大点始终没有改变 对五粮液发展充满信心,人民财讯6月26日电，6月26日，在五粮液0008582025年度股东大会上，五粮液集团党委书记、董事长邓敏表示，当前，白酒行业仍处于深度调整阶段，我们需要对此做出理性分析和判断，在穿越周期中抓住战略发展的机会。,证券时报网,http://finance.eastmoney.com/a/202606263784510269.html,akshare
2026-06-27,000858,五粮液,再添共管搭档！易方达张坤旗下两只产品增聘基金经理,易方达优质企业三年的持仓和易方达优质精选类似，前十大重仓股合计占比为89.35%，其中贵州茅台、五粮液（000858.SZ）、泸州老窖、腾讯控股、百胜中国（09987.HK）、中国海洋石油（00883.HK）、山西汾酒、阿里巴巴-W（09988.HK）的持仓比例同样达到了9%以上。,界面新闻,http://finance.eastmoney.com/a/202606273785431313.html,akshare
2026-06-26,000858,五粮液,五粮液：选举新董事长,五粮液（000858）6月26日晚间公告，因曾从钦无法正常履职，公司于2026年6月26日召开2025年度股东会，审议通过《关于免去董事及补选第七届董事会非独立董事的议案》，自本次股东会审议通过之日起，曾从钦不再担任公司董事职务，其担任的董事长、董事会专门委员会主任委员及委员职务一并自动解除,证券时报,http://finance.eastmoney.com/a/202606263785069681.html,akshare
