date,code,name,title,body,source,url,provider
2026-06-10,601012,隆基绿能,尾盘直线拉升！601012冲击涨停,；银行、保险、券商板块逆市拉升，厦门银行涨近6%，中国人寿涨超4%；啤酒股集体上扬，惠泉啤酒涨停，燕京啤酒、珠江啤酒涨超6%；工业气体概念强势，中船特气涨超16%创历史新高；和远气体、昊华科技涨停，均创新高；部分光伏产业链股尾盘飙升，爱旭股份、晶澳科技涨停，市值超千亿的隆基绿能（601012,证券时报,http://finance.eastmoney.com/a/202606103766742032.html,akshare
2026-06-23,601012,隆基绿能,隆基绿能控股股东李振国解除质押8000万股股份,北京商报讯6月23日晚间，隆基绿能（601012）披露公告称，公司控股股东李振国于6月22日将其原质押给渤海国际信托股份有限公司的8000万股无限售流通股办理了解除质押手续。,北京商报,http://finance.eastmoney.com/a/202606233779827248.html,akshare
2026-06-26,601012,隆基绿能,硅能源概念上涨0.47%，7股主力资金净流入超亿元,旗滨集团 6.95 12.59 31045.77 9.26 605358 立昂微 6.91 17.22 28405.90 2.90 603938 三孚股份 8.80 12.00 26132.51 7.69 600481 双良节能 10.00 5.93 23679.78 40.85 601012,证券时报网,http://finance.eastmoney.com/a/202606263784826223.html,akshare
2026-06-24,601012,隆基绿能,阳光电源市值领跑光储板块，后续AIDC电源批量节点成关注焦点,据悉，该板块市值第二位至第四位的企业分别为特变电工（600089.SH）、隆基绿能（601012.SH）和东方盛虹（000301.SZ），其市值分别为1184亿元、943亿元和795亿元。,第一财经,http://finance.eastmoney.com/a/202606243781599972.html,akshare
2026-06-27,601012,隆基绿能,隆基绿能：等待周期反转,作为这个行业曾经的王者，隆基绿能（601012.SH）是当下最具代表性的样本。 今年一季度，隆基绿能营收111.9亿元，同比下滑18%；营业成本113.2亿元，已经高于营业收入；净亏损近20亿元，经营现金流净流出24.5亿元，同比恶化40%。,红星资本局,http://finance.eastmoney.com/a/202606273785437460.html,akshare
2026-06-18,601012,隆基绿能,硅能源概念下跌2.38%，主力资金净流出54股,18685.79 601636 旗滨集团 -7.27 14.42 -16476.28 300821 东岳硅材 -3.08 8.68 -15533.23 605358 立昂微 -1.06 11.33 -14652.59 603260 合盛硅业 -3.26 2.51 -12274.30 601012,证券时报网,http://finance.eastmoney.com/a/202606183776183153.html,akshare
2026-06-17,601012,隆基绿能,87.40亿元主力资金今日撤离电力设备板块,-16641.67 002245 蔚蓝锂芯 -1.48 5.60 -16305.53 688772 珠海冠宇 -4.65 7.82 -13174.38 002709 天赐材料 1.09 7.61 -12889.09 002812 恩捷股份 0.87 3.96 -12751.17 601012,证券时报网,http://finance.eastmoney.com/a/202606173774673132.html,akshare
2026-06-18,601012,隆基绿能,解密主力资金出逃股 连续5日净流出383股,4.19 5.16 -10.02 600699 均胜电子 7 4.12 6.86 -4.42 300251 光线传媒 13 4.07 6.69 -12.25 300339 润和软件 7 3.99 5.42 -4.33 600936 北投科技 11 3.94 6.02 -29.03 601012,证券时报网,http://finance.eastmoney.com/a/202606183776184211.html,akshare
2026-06-16,601012,隆基绿能,BC电池概念涨3.50%，主力资金净流入这些股,0.11 1.58 -3748.37 -8.31 600438 通威股份 -0.44 1.15 -3910.60 -5.58 300757 罗博特科 2.10 4.39 -10346.21 -2.25 002506 协鑫集成 1.83 5.24 -10409.89 -10.28 601012,证券时报网,http://finance.eastmoney.com/a/202606163773147566.html,akshare
2026-06-16,601012,隆基绿能,电力设备行业资金流入榜：先导智能等33股净流入资金超亿元,-68126.32 300390 天华新能 -3.81 9.12 -44234.41 600869 远东股份 4.04 7.20 -23183.49 002364 中恒电气 2.11 7.63 -13204.88 688726 拉普拉斯 -5.57 8.20 -12759.18 601012,证券时报网,http://finance.eastmoney.com/a/202606163773149147.html,akshare
