date,code,name,title,body,source,url,provider
2026-06-29,600036,招商银行,7.31亿元资金今日流入银行股,（数据宝） 银行行业资金流向排名  代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 601398 工商银行 0.98 0.16 16681.72 600036 招商银行 1.17 0.52 12114.53 601328 交通银行 0.92 0.88,证券时报网,http://finance.eastmoney.com/a/202606293786684627.html,akshare
2026-06-29,600036,招商银行,真金白银入场！上市银行高管密集增持，多家银行成立市值管理小组,6月25日，招商银行 （600036.SH，03968.HK） 副行长彭家文在回应市值管理问题时表示，“招行高度重视市值管理，成立了市值管理小组，由我兼任组长。,界面新闻,http://finance.eastmoney.com/a/202606293786866829.html,akshare
2026-06-24,600036,招商银行,银行行业资金流出榜：农业银行等9股净流出资金超5000万元,（数据宝） 银行行业资金流向排名 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 601288 农业银行 -3.50 0.15 -56557.79 600036 招商银行 -1.71 0.60 -37935.26 601398 工商银行 -2.17 0.15,证券时报网,http://finance.eastmoney.com/a/202606243781462536.html,akshare
2026-06-17,600036,招商银行,招商银行在厦门成立租赁公司,股东信息显示，该公司由招商银行（600036）旗下招银航空航运金融租赁有限公司全资持股。,南方财经网,http://finance.eastmoney.com/a/202606173774306215.html,akshare
2026-06-23,600036,招商银行,银行行业资金流入榜：工商银行、农业银行等净流入资金居前,今日换手率（%） 主力资金流量（万元） 601398 工商银行 2.50 0.20 49679.11 601288 农业银行 2.66 0.15 40189.39 601988 中国银行 3.37 0.18 30006.12 601658 邮储银行 2.85 0.43 28674.44 600036,证券时报网,http://finance.eastmoney.com/a/202606233779783438.html,akshare
2026-06-24,600036,招商银行,主力动向：6月24日特大单净流入380.71亿元,机械设备 601288 农业银行 6.34 -3.50 -5.03 银行 601991 大唐发电 7.82 -6.24 -5.00 公用事业 002648 卫星化学 25.66 1.91 -4.86 基础化工 601318 中国平安 49.12 -2.54 -4.58 非银金融 600036,证券时报网,http://finance.eastmoney.com/a/202606243781460862.html,akshare
2026-06-25,600036,招商银行,直击股东会｜招商银行拟任行长王小青首次公开阐述发展方向！管理层回应估值、AI投入与收益,2026年6月25日上午，招商银行（SH600036，股价36.23元，总市值9137亿元）召开2025年股东会。大会主持人为招商银行董事石岱，招商银行拟任行长王小青，副行长彭家文、徐明杰，首席信息官周天虹一同出席，与一百多名股东进行现场分享交流。,每日经济新闻,http://finance.eastmoney.com/a/202606253783247621.html,akshare
2026-06-26,600036,招商银行,招商银行成立市值管理小组 拟任行长王小青首提“四个定力”,截至6月25日收盘，招商银行（SH600036）报收36.23元，下跌1.44%，年内累计跌幅则达到了11.82%，总市值约9137亿元。 从A股上市银行整体表现来看，年内股价呈现明显分化。,南方都市报,http://finance.eastmoney.com/a/202606253783445623.html,akshare
2026-06-28,600036,招商银行,1927只个股创近一年新低 极致分化后A股7月怎么走,电信运营商龙头中国移动年内跌12.15%，中国电信跌14.31%；银行板块中，光大银行（601818.SH）年内跌12.30%，招商银行（600036.SH）跌12.28%，民生银行（600016.SH）跌14.10%；贵州茅台年内下跌13.14%，为2023年以来最大年度跌幅，6,第一财经,http://finance.eastmoney.com/a/202606283785584398.html,akshare
2026-06-16,600036,招商银行,招商银行完成发行200亿元无固定期限资本债券,6月16日，招商银行（600036/03968）发布公告，本行2026年无固定期限资本债券（第二期）（债券通）于2026年6月11日簿记建档，并于2026年6月15日完成发行。,财中社,http://finance.eastmoney.com/a/202606163773177019.html,akshare
