date,code,time,price,volume,bs
2026-06-29,000333,09:30:00,75.80,4896,2
2026-06-29,000333,09:30:03,75.85,10074,2
2026-06-29,000333,09:30:06,75.91,2993,2
2026-06-29,000333,09:30:09,75.90,2663,1
2026-06-29,000333,09:30:12,75.96,2555,2
2026-06-29,000333,09:30:15,75.82,1726,1
2026-06-29,000333,09:30:18,75.80,1333,1
2026-06-29,000333,09:30:21,75.79,2880,1
2026-06-29,000333,09:30:24,75.68,2626,1
2026-06-29,000333,09:30:27,75.68,602,1
2026-06-29,000333,09:30:30,75.68,2236,2
2026-06-29,000333,09:30:33,75.57,1387,1
2026-06-29,000333,09:30:36,75.55,1015,1
2026-06-29,000333,09:30:39,75.56,697,2
2026-06-29,000333,09:30:42,75.56,2140,2
2026-06-29,000333,09:30:45,75.58,1096,2
2026-06-29,000333,09:30:48,75.68,1493,2
2026-06-29,000333,09:30:51,75.85,924,2
2026-06-29,000333,09:30:54,75.98,276,2
2026-06-29,000333,09:30:57,76.01,468,2
2026-06-29,000333,09:31:00,76.09,252,2
2026-06-29,000333,09:31:03,76.15,318,2
2026-06-29,000333,09:31:06,76.20,789,2
2026-06-29,000333,09:31:09,76.33,517,2
2026-06-29,000333,09:31:12,76.40,340,2
2026-06-29,000333,09:31:15,76.39,609,1
2026-06-29,000333,09:31:18,76.36,1287,1
2026-06-29,000333,09:31:21,76.20,3196,1
2026-06-29,000333,09:31:24,76.12,1897,1
2026-06-29,000333,09:31:27,76.04,1550,1
2026-06-29,000333,09:31:30,76.02,1148,1
2026-06-29,000333,09:31:33,76.03,1780,2
2026-06-29,000333,09:31:36,76.05,2444,2
2026-06-29,000333,09:31:39,76.19,949,1
2026-06-29,000333,09:31:42,76.20,995,2
2026-06-29,000333,09:31:45,76.24,481,2
2026-06-29,000333,09:31:48,76.29,548,2
2026-06-29,000333,09:31:51,76.32,281,2
2026-06-29,000333,09:31:54,76.30,893,1
2026-06-29,000333,09:31:57,76.37,954,2
2026-06-29,000333,09:32:00,76.37,622,2
2026-06-29,000333,09:32:03,76.39,1011,2
2026-06-29,000333,09:32:06,76.36,1028,1
2026-06-29,000333,09:32:09,76.33,920,1
2026-06-29,000333,09:32:12,76.29,1055,1
2026-06-29,000333,09:32:15,76.25,749,1
2026-06-29,000333,09:32:18,76.29,990,2
2026-06-29,000333,09:32:21,76.30,224,2
2026-06-29,000333,09:32:24,76.29,385,1
2026-06-29,000333,09:32:27,76.26,489,1
2026-06-29,000333,09:32:30,76.25,373,1
2026-06-29,000333,09:32:33,76.30,791,2
2026-06-29,000333,09:32:36,76.30,459,1
2026-06-29,000333,09:32:39,76.28,307,2
2026-06-29,000333,09:32:42,76.29,916,2
2026-06-29,000333,09:32:45,76.29,923,1
2026-06-29,000333,09:32:48,76.28,245,1
2026-06-29,000333,09:32:51,76.28,1075,1
2026-06-29,000333,09:32:54,76.25,420,1
2026-06-29,000333,09:32:57,76.25,653,1
2026-06-29,000333,09:33:00,76.16,498,1
2026-06-29,000333,09:33:03,76.03,729,1
2026-06-29,000333,09:33:06,76.09,373,2
2026-06-29,000333,09:33:09,76.10,921,2
2026-06-29,000333,09:33:12,76.23,342,2
2026-06-29,000333,09:33:15,76.17,522,1
2026-06-29,000333,09:33:18,76.23,720,1
2026-06-29,000333,09:33:21,76.28,460,2
2026-06-29,000333,09:33:24,76.28,1607,1
2026-06-29,000333,09:33:27,76.29,314,1
2026-06-29,000333,09:33:30,76.38,369,2
2026-06-29,000333,09:33:33,76.35,461,1
2026-06-29,000333,09:33:36,76.28,309,1
2026-06-29,000333,09:33:39,76.30,350,2
2026-06-29,000333,09:33:42,76.24,459,1
2026-06-29,000333,09:33:45,76.32,324,2
2026-06-29,000333,09:33:48,76.32,276,2
2026-06-29,000333,09:33:51,76.30,339,1
2026-06-29,000333,09:33:54,76.29,197,2
2026-06-29,000333,09:33:57,76.27,572,1
2026-06-29,000333,09:34:00,76.28,491,2
2026-06-29,000333,09:34:03,76.27,219,1
2026-06-29,000333,09:34:06,76.28,484,1
2026-06-29,000333,09:34:09,76.28,251,1
2026-06-29,000333,09:34:12,76.27,534,1
