date,code,time,price,volume,bs
2026-06-29,601318,09:30:00,47.30,133,1
2026-06-29,601318,09:30:03,47.31,168,2
2026-06-29,601318,09:30:06,47.35,447,2
2026-06-29,601318,09:30:09,47.40,573,2
2026-06-29,601318,09:30:12,47.34,269,1
2026-06-29,601318,09:30:15,47.34,140,1
2026-06-29,601318,09:30:18,47.31,779,1
2026-06-29,601318,09:30:21,47.35,1016,2
2026-06-29,601318,09:30:24,47.40,365,2
2026-06-29,601318,09:30:27,47.45,960,2
2026-06-29,601318,09:30:30,47.42,223,1
2026-06-29,601318,09:30:33,47.47,879,2
2026-06-29,601318,09:30:36,47.49,1019,2
2026-06-29,601318,09:30:39,47.49,493,1
2026-06-29,601318,09:30:42,47.50,472,2
2026-06-29,601318,09:30:45,47.50,293,1
2026-06-29,601318,09:30:48,47.53,359,2
2026-06-29,601318,09:30:51,47.55,612,2
2026-06-29,601318,09:30:54,47.53,804,1
2026-06-29,601318,09:30:57,47.51,730,1
2026-06-29,601318,09:31:00,47.59,176,2
2026-06-29,601318,09:31:03,47.52,624,1
2026-06-29,601318,09:31:06,47.59,465,2
2026-06-29,601318,09:31:09,47.51,778,1
2026-06-29,601318,09:31:12,47.58,624,2
2026-06-29,601318,09:31:15,47.49,301,1
2026-06-29,601318,09:31:18,47.52,367,2
2026-06-29,601318,09:31:21,47.42,810,1
2026-06-29,601318,09:31:24,47.36,997,1
2026-06-29,601318,09:31:27,47.35,480,1
2026-06-29,601318,09:31:30,47.35,1454,2
2026-06-29,601318,09:31:33,47.34,604,1
2026-06-29,601318,09:31:36,47.35,905,2
2026-06-29,601318,09:31:39,47.33,234,1
2026-06-29,601318,09:31:42,47.34,1071,2
2026-06-29,601318,09:31:45,47.32,356,1
2026-06-29,601318,09:31:48,47.32,1119,2
2026-06-29,601318,09:31:51,47.31,557,1
2026-06-29,601318,09:31:54,47.30,1420,1
2026-06-29,601318,09:31:57,47.28,904,1
2026-06-29,601318,09:32:00,47.24,1393,1
2026-06-29,601318,09:32:03,47.18,1799,1
2026-06-29,601318,09:32:06,47.15,736,1
2026-06-29,601318,09:32:09,47.06,539,1
2026-06-29,601318,09:32:12,47.06,437,2
2026-06-29,601318,09:32:15,47.15,1062,2
2026-06-29,601318,09:32:18,47.05,692,1
