date,code,time,price,volume,bs
2026-06-29,000858,09:30:00,73.00,777,1
2026-06-29,000858,09:30:03,72.92,1698,1
2026-06-29,000858,09:30:06,72.80,601,1
2026-06-29,000858,09:30:09,72.63,917,1
2026-06-29,000858,09:30:12,72.48,678,1
2026-06-29,000858,09:30:15,72.33,747,1
2026-06-29,000858,09:30:18,72.31,354,1
2026-06-29,000858,09:30:21,72.27,345,1
2026-06-29,000858,09:30:24,72.25,510,1
2026-06-29,000858,09:30:27,72.27,584,2
2026-06-29,000858,09:30:30,72.29,492,1
2026-06-29,000858,09:30:33,72.30,425,2
2026-06-29,000858,09:30:36,72.36,518,2
2026-06-29,000858,09:30:39,72.29,1011,1
2026-06-29,000858,09:30:42,72.36,392,2
2026-06-29,000858,09:30:45,72.37,129,1
2026-06-29,000858,09:30:48,72.37,157,1
2026-06-29,000858,09:30:51,72.43,231,2
2026-06-29,000858,09:30:54,72.37,479,1
2026-06-29,000858,09:30:57,72.34,271,1
2026-06-29,000858,09:31:00,72.32,324,1
2026-06-29,000858,09:31:03,72.30,291,1
2026-06-29,000858,09:31:06,72.29,373,1
2026-06-29,000858,09:31:09,72.27,552,1
2026-06-29,000858,09:31:12,72.26,313,1
2026-06-29,000858,09:31:15,72.23,738,1
2026-06-29,000858,09:31:18,72.21,460,1
2026-06-29,000858,09:31:21,72.17,338,1
2026-06-29,000858,09:31:24,72.17,382,1
2026-06-29,000858,09:31:27,72.17,547,1
2026-06-29,000858,09:31:30,72.21,907,2
2026-06-29,000858,09:31:33,72.26,1869,2
2026-06-29,000858,09:31:36,72.29,745,2
2026-06-29,000858,09:31:39,72.30,462,1
2026-06-29,000858,09:31:42,72.36,153,2
2026-06-29,000858,09:31:45,72.35,101,1
2026-06-29,000858,09:31:48,72.35,124,1
2026-06-29,000858,09:31:51,72.35,432,1
2026-06-29,000858,09:31:54,72.30,106,1
2026-06-29,000858,09:31:57,72.28,382,1
2026-06-29,000858,09:32:00,72.28,189,1
2026-06-29,000858,09:32:03,72.28,398,2
2026-06-29,000858,09:32:06,72.25,218,1
2026-06-29,000858,09:32:09,72.22,371,1
2026-06-29,000858,09:32:12,72.20,333,1
2026-06-29,000858,09:32:15,72.20,123,1
2026-06-29,000858,09:32:18,72.14,194,1
2026-06-29,000858,09:32:21,72.08,598,1
2026-06-29,000858,09:32:24,72.10,248,2
2026-06-29,000858,09:32:27,72.13,325,2
2026-06-29,000858,09:32:30,72.15,281,2
2026-06-29,000858,09:32:33,72.22,398,2
2026-06-29,000858,09:32:36,72.22,79,1
2026-06-29,000858,09:32:39,72.31,186,2
2026-06-29,000858,09:32:42,72.44,345,2
2026-06-29,000858,09:32:45,72.43,200,1
2026-06-29,000858,09:32:48,72.54,98,2
2026-06-29,000858,09:32:51,72.52,52,1
2026-06-29,000858,09:32:54,72.45,186,1
2026-06-29,000858,09:32:57,72.45,243,2
2026-06-29,000858,09:33:00,72.51,83,2
2026-06-29,000858,09:33:03,72.48,125,1
2026-06-29,000858,09:33:06,72.38,204,1
2026-06-29,000858,09:33:09,72.42,110,2
2026-06-29,000858,09:33:12,72.34,90,1
2026-06-29,000858,09:33:15,72.33,175,1
