date,code,time,price,volume,bs
2026-06-29,600519,09:30:02,1170.00,32,2
2026-06-29,600519,09:30:05,1169.00,58,1
2026-06-29,600519,09:30:08,1169.00,93,1
2026-06-29,600519,09:30:11,1169.00,28,2
2026-06-29,600519,09:30:14,1169.00,49,2
2026-06-29,600519,09:30:17,1168.78,42,1
2026-06-29,600519,09:30:20,1168.70,47,1
2026-06-29,600519,09:30:23,1168.63,35,1
2026-06-29,600519,09:30:26,1168.63,32,2
2026-06-29,600519,09:30:29,1167.00,60,1
2026-06-29,600519,09:30:32,1167.00,25,1
2026-06-29,600519,09:30:35,1167.00,49,2
2026-06-29,600519,09:30:38,1166.00,33,1
2026-06-29,600519,09:30:41,1166.00,17,1
2026-06-29,600519,09:30:44,1165.19,33,1
2026-06-29,600519,09:30:47,1164.00,64,1
2026-06-29,600519,09:30:50,1164.00,31,1
2026-06-29,600519,09:30:53,1161.99,42,1
2026-06-29,600519,09:30:56,1161.60,31,1
2026-06-29,600519,09:30:59,1161.60,49,2
2026-06-29,600519,09:31:02,1160.50,25,1
2026-06-29,600519,09:31:05,1160.00,58,1
2026-06-29,600519,09:31:08,1158.98,91,1
2026-06-29,600519,09:31:11,1158.28,17,1
2026-06-29,600519,09:31:14,1157.40,57,1
2026-06-29,600519,09:31:17,1157.00,30,1
2026-06-29,600519,09:31:20,1156.24,45,1
2026-06-29,600519,09:31:23,1155.00,86,1
2026-06-29,600519,09:31:26,1155.01,40,2
2026-06-29,600519,09:31:29,1155.00,29,1
2026-06-29,600519,09:31:32,1155.00,27,1
2026-06-29,600519,09:31:35,1154.00,49,1
2026-06-29,600519,09:31:38,1154.00,63,2
2026-06-29,600519,09:31:41,1154.02,92,2
2026-06-29,600519,09:31:44,1155.01,94,2
2026-06-29,600519,09:31:47,1155.80,37,2
2026-06-29,600519,09:31:50,1156.66,39,2
2026-06-29,600519,09:31:53,1155.01,30,1
2026-06-29,600519,09:31:56,1156.66,19,2
2026-06-29,600519,09:31:59,1157.00,23,2
2026-06-29,600519,09:32:02,1155.36,26,1
