date,code,time,price,volume,bs
2026-06-29,601012,09:30:00,12.51,5,2
2026-06-29,601012,09:30:03,12.51,1890,2
2026-06-29,601012,09:30:06,12.50,3785,1
2026-06-29,601012,09:30:09,12.50,2092,2
2026-06-29,601012,09:30:12,12.49,5152,1
2026-06-29,601012,09:30:15,12.50,2515,2
2026-06-29,601012,09:30:18,12.51,2421,2
2026-06-29,601012,09:30:21,12.52,2477,2
2026-06-29,601012,09:30:24,12.51,2343,1
2026-06-29,601012,09:30:27,12.52,6379,2
2026-06-29,601012,09:30:30,12.56,2796,2
2026-06-29,601012,09:30:33,12.55,1162,1
2026-06-29,601012,09:30:36,12.54,2564,1
2026-06-29,601012,09:30:39,12.56,1471,2
2026-06-29,601012,09:30:42,12.56,1351,1
2026-06-29,601012,09:30:45,12.59,2395,2
2026-06-29,601012,09:30:48,12.57,2127,1
2026-06-29,601012,09:30:51,12.60,1062,2
2026-06-29,601012,09:30:54,12.62,1107,2
2026-06-29,601012,09:30:57,12.61,1208,1
2026-06-29,601012,09:31:00,12.61,1994,2
2026-06-29,601012,09:31:03,12.61,1409,2
2026-06-29,601012,09:31:06,12.63,1218,2
2026-06-29,601012,09:31:09,12.64,711,2
2026-06-29,601012,09:31:12,12.66,845,2
2026-06-29,601012,09:31:15,12.65,4042,1
2026-06-29,601012,09:31:18,12.68,1052,2
2026-06-29,601012,09:31:21,12.67,2084,1
2026-06-29,601012,09:31:24,12.66,2879,1
2026-06-29,601012,09:31:27,12.64,3363,1
2026-06-29,601012,09:31:30,12.63,2430,1
2026-06-29,601012,09:31:33,12.62,1059,1
2026-06-29,601012,09:31:36,12.62,2034,2
2026-06-29,601012,09:31:39,12.62,1448,2
2026-06-29,601012,09:31:42,12.60,1465,1
2026-06-29,601012,09:31:45,12.60,2073,1
2026-06-29,601012,09:31:48,12.62,1263,2
2026-06-29,601012,09:31:51,12.62,2362,1
2026-06-29,601012,09:31:54,12.61,1223,1
2026-06-29,601012,09:31:57,12.60,1978,1
2026-06-29,601012,09:32:00,12.59,3241,1
2026-06-29,601012,09:32:03,12.58,1980,1
2026-06-29,601012,09:32:06,12.59,981,2
2026-06-29,601012,09:32:09,12.59,2321,2
2026-06-29,601012,09:32:12,12.60,1668,2
2026-06-29,601012,09:32:15,12.63,2148,2
2026-06-29,601012,09:32:18,12.63,528,2
2026-06-29,601012,09:32:21,12.60,640,1
2026-06-29,601012,09:32:24,12.58,963,1
2026-06-29,601012,09:32:27,12.57,762,1
2026-06-29,601012,09:32:30,12.55,2862,1
2026-06-29,601012,09:32:33,12.55,3187,1
2026-06-29,601012,09:32:36,12.55,4227,2
2026-06-29,601012,09:32:39,12.56,3330,2
2026-06-29,601012,09:32:42,12.56,1199,1
2026-06-29,601012,09:32:45,12.56,849,1
2026-06-29,601012,09:32:48,12.57,1021,1
2026-06-29,601012,09:32:51,12.57,821,2
2026-06-29,601012,09:32:54,12.56,761,1
2026-06-29,601012,09:32:57,12.56,777,2
2026-06-29,601012,09:33:00,12.57,2243,2
2026-06-29,601012,09:33:03,12.58,683,2
2026-06-29,601012,09:33:06,12.58,1937,1
2026-06-29,601012,09:33:09,12.58,1811,1
2026-06-29,601012,09:33:12,12.57,948,1
2026-06-29,601012,09:33:15,12.60,1930,2
2026-06-29,601012,09:33:18,12.58,994,1
2026-06-29,601012,09:33:21,12.60,253,2
2026-06-29,601012,09:33:24,12.60,771,2
2026-06-29,601012,09:33:27,12.59,727,1
2026-06-29,601012,09:33:30,12.58,260,1
2026-06-29,601012,09:33:33,12.58,370,1
2026-06-29,601012,09:33:36,12.57,593,1
2026-06-29,601012,09:33:39,12.56,2087,1
2026-06-29,601012,09:33:42,12.57,488,2
2026-06-29,601012,09:33:45,12.56,579,1
2026-06-29,601012,09:33:48,12.55,553,1
2026-06-29,601012,09:33:51,12.56,2219,2
2026-06-29,601012,09:33:54,12.55,459,1
2026-06-29,601012,09:33:57,12.55,369,2
2026-06-29,601012,09:34:00,12.53,1112,1
2026-06-29,601012,09:34:03,12.52,873,1
2026-06-29,601012,09:34:06,12.52,875,2
2026-06-29,601012,09:34:09,12.52,826,1
2026-06-29,601012,09:34:12,12.51,2526,1
2026-06-29,601012,09:34:15,12.51,721,1
2026-06-29,601012,09:34:18,12.51,1300,1
2026-06-29,601012,09:34:21,12.51,2042,1
2026-06-29,601012,09:34:24,12.51,631,2
2026-06-29,601012,09:34:27,12.51,765,2
2026-06-29,601012,09:34:30,12.50,957,1
2026-06-29,601012,09:34:33,12.51,1600,2
2026-06-29,601012,09:34:36,12.50,2632,1
2026-06-29,601012,09:34:39,12.52,1384,2
2026-06-29,601012,09:34:42,12.54,803,2
2026-06-29,601012,09:34:45,12.56,563,2
2026-06-29,601012,09:34:48,12.56,1161,2
2026-06-29,601012,09:34:51,12.56,527,1
2026-06-29,601012,09:34:54,12.57,436,2
2026-06-29,601012,09:34:57,12.58,331,2
2026-06-29,601012,09:35:00,12.57,872,1
2026-06-29,601012,09:35:03,12.58,441,2
2026-06-29,601012,09:35:06,12.57,441,1
2026-06-29,601012,09:35:09,12.56,641,1
2026-06-29,601012,09:35:12,12.56,843,1
2026-06-29,601012,09:35:15,12.56,609,1
2026-06-29,601012,09:35:18,12.57,2757,2
2026-06-29,601012,09:35:21,12.60,979,2
2026-06-29,601012,09:35:24,12.61,2158,2
2026-06-29,601012,09:35:27,12.63,2004,2
2026-06-29,601012,09:35:30,12.65,3711,2
2026-06-29,601012,09:35:33,12.65,279,2
2026-06-29,601012,09:35:36,12.64,188,1
2026-06-29,601012,09:35:39,12.63,247,1
2026-06-29,601012,09:35:42,12.62,1071,1
2026-06-29,601012,09:35:45,12.61,567,1
2026-06-29,601012,09:35:48,12.60,453,1
2026-06-29,601012,09:35:51,12.59,270,1
2026-06-29,601012,09:35:54,12.57,451,1
2026-06-29,601012,09:35:57,12.57,331,1
2026-06-29,601012,09:36:00,12.56,592,1
2026-06-29,601012,09:36:03,12.52,1466,1
2026-06-29,601012,09:36:06,12.52,1068,2
