gross,oos,v4,8,0.178806,0.343242,134.38,0.006371,0.4413,0.658976,no
gross,is,v4,8,0.554596,0.184766,324.62,0.004855,0.5192,0.603601,no
gross,is,bh,8,0.749533,0.336437,1.00,0.000000,0.0000,1.000000,-
gross,oos,mr,8,0.141941,0.298110,20.00,-0.002639,-0.1828,0.854970,no
gross,is,mom,8,0.608507,0.160083,92.62,-0.000721,-0.0771,0.938574,no
gross,is,mr,8,0.486467,0.243383,47.38,0.002934,0.3137,0.753716,no
gross,oos,bh,8,0.165187,0.253867,0.00,0.000000,0.0000,1.000000,-
gross,oos,mom,8,0.064131,0.005668,36.62,0.006890,0.4772,0.633197,no
